artist,artist_id,album,album_id,album_release_date,disc_number,track_number,duration_ms,explicit,href,track_id,track_name,preview_url,acousticness,danceability,energy,instrumentalness,liveness,loudness,tempo,valence
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,13,5WXL9YjbNd4GIqWc9mZOOq,2013-01-01,1,1,486226,False,https://api.spotify.com/v1/tracks/3QbnMRadaXqmlghaglLAit,3QbnMRadaXqmlghaglLAit,End Of The Beginning,,8.23e-05,0.308,0.882,0.0939,0.0949,-4.039,123.859,0.168
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,13,5WXL9YjbNd4GIqWc9mZOOq,2013-01-01,1,2,532266,False,https://api.spotify.com/v1/tracks/3IKJNHnVZ2bXGjAFBJiUYo,3IKJNHnVZ2bXGjAFBJiUYo,God Is Dead?,,0.000192,0.385,0.712,0.0023,0.0594,-4.96,118.48,0.144
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,13,5WXL9YjbNd4GIqWc9mZOOq,2013-01-01,1,3,299933,False,https://api.spotify.com/v1/tracks/1PZ3DwxBYzuRYXt2fpomfY,1PZ3DwxBYzuRYXt2fpomfY,Loner,,0.00103,0.469,0.873,0.00716,0.245,-3.07,104.057,0.737
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,13,5WXL9YjbNd4GIqWc9mZOOq,2013-01-01,1,4,277786,False,https://api.spotify.com/v1/tracks/4HFRItYjNrcwT6Vbtbk2i4,4HFRItYjNrcwT6Vbtbk2i4,Zeitgeist,,0.796,0.481,0.263,0.0378,0.379,-12.749,112.131,0.184
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,13,5WXL9YjbNd4GIqWc9mZOOq,2013-01-01,1,5,421066,False,https://api.spotify.com/v1/tracks/0BfFxZfRGcf6FOCpZ75tr0,0BfFxZfRGcf6FOCpZ75tr0,Age Of Reason,,8.93e-05,0.314,0.827,0.291,0.152,-4.021,127.071,0.398
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,13,5WXL9YjbNd4GIqWc9mZOOq,2013-01-01,1,6,286506,False,https://api.spotify.com/v1/tracks/21t1bdwV3pEawdK9OhsauX,21t1bdwV3pEawdK9OhsauX,Live Forever,,7.07e-06,0.34,0.891,0.0101,0.26,-3.502,127.253,0.572
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,13,5WXL9YjbNd4GIqWc9mZOOq,2013-01-01,1,7,471666,False,https://api.spotify.com/v1/tracks/3gY381aWseWtDcnanY9n6u,3gY381aWseWtDcnanY9n6u,Damaged Soul,,0.00515,0.324,0.744,0.534,0.0893,-4.842,135.13,0.368
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,13,5WXL9YjbNd4GIqWc9mZOOq,2013-01-01,1,8,440173,False,https://api.spotify.com/v1/tracks/3zjDIbQ3lLWXekq1PBVYM9,3zjDIbQ3lLWXekq1PBVYM9,Dear Father,,0.00172,0.416,0.943,0.00241,0.26,-4.313,140.017,0.331
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,13,5WXL9YjbNd4GIqWc9mZOOq,2013-01-01,1,9,358213,False,https://api.spotify.com/v1/tracks/0Gnx4WTUEUxA6WBETrp3yJ,0Gnx4WTUEUxA6WBETrp3yJ,Methademic,,6.22e-05,0.411,0.962,0.0197,0.105,-3.695,77.005,0.214
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,13,5WXL9YjbNd4GIqWc9mZOOq,2013-01-01,1,10,220760,False,https://api.spotify.com/v1/tracks/3I28TfbHcWVhCKxmCIhs9F,3I28TfbHcWVhCKxmCIhs9F,Peace Of Mind,,0.00308,0.338,0.813,0.00262,0.116,-3.994,133.236,0.476
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,13,5WXL9YjbNd4GIqWc9mZOOq,2013-01-01,1,11,334613,False,https://api.spotify.com/v1/tracks/79muBjOf7N6akgrEJuik6R,79muBjOf7N6akgrEJuik6R,Pariah,,0.000824,0.482,0.851,0.0265,0.0588,-2.821,109.62,0.295
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,13,5WXL9YjbNd4GIqWc9mZOOq,2013-01-01,1,12,440556,False,https://api.spotify.com/v1/tracks/0ssM0AZdWKEEaqPTHzwYWl,0ssM0AZdWKEEaqPTHzwYWl,Dirty Women - Live in Australia / 2013,,7.88e-05,0.231,0.951,0.0745,0.926,-3.687,114.933,0.324
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Black Sabbath (2009 Remastered Version),2T6jeELx5BqH4GMLObBy10,1970-02-13,1,1,377280,False,https://api.spotify.com/v1/tracks/1udmPvJoBnqitbeYKKc9mc,1udmPvJoBnqitbeYKKc9mc,Black Sabbath,https://p.scdn.co/mp3-preview/4bf1e398de0edc42cd4a3efb4be5fa33f1aa0ac3?cid=7a4790705f9d45efa515017ecdccbb61,0.0493,0.344,0.449,0.0278,0.322,-13.887,132.809,0.123
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Black Sabbath (2009 Remastered Version),2T6jeELx5BqH4GMLObBy10,1970-02-13,1,2,260640,False,https://api.spotify.com/v1/tracks/3JvMig6Sc8XRLqHseNsccM,3JvMig6Sc8XRLqHseNsccM,The Wizard,https://p.scdn.co/mp3-preview/9690fdff672dba332aeeee1c207b8bac52ac2424?cid=7a4790705f9d45efa515017ecdccbb61,0.0307,0.523,0.706,0.000274,0.337,-11.521,99.684,0.407
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Black Sabbath (2009 Remastered Version),2T6jeELx5BqH4GMLObBy10,1970-02-13,1,3,218400,False,https://api.spotify.com/v1/tracks/7eXYekcOIQCxDJNS50JjQa,7eXYekcOIQCxDJNS50JjQa,Behind the Wall of Sleep,https://p.scdn.co/mp3-preview/8199ac51302e7fa896dd81421d247ae100ca7f0b?cid=7a4790705f9d45efa515017ecdccbb61,0.00423,0.359,0.516,0.000464,0.145,-12.438,90.623,0.691
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Black Sabbath (2009 Remastered Version),2T6jeELx5BqH4GMLObBy10,1970-02-13,1,4,364493,False,https://api.spotify.com/v1/tracks/62oNfnQqObaqARM0DTibAL,62oNfnQqObaqARM0DTibAL,N.I.B.,https://p.scdn.co/mp3-preview/82ab9db4cbf7987f7bb3dd912d3e4f7b4f020961?cid=7a4790705f9d45efa515017ecdccbb61,0.0838,0.476,0.556,1.59e-05,0.125,-10.586,103.122,0.43
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Black Sabbath (2009 Remastered Version),2T6jeELx5BqH4GMLObBy10,1970-02-13,1,5,202013,False,https://api.spotify.com/v1/tracks/2KtpzJOCmJa29vBLwDUGHQ,2KtpzJOCmJa29vBLwDUGHQ,Evil Woman,https://p.scdn.co/mp3-preview/0b5e88563e508c4c29a2771e9c481f95c738f0d3?cid=7a4790705f9d45efa515017ecdccbb61,0.00631,0.606,0.562,4.29e-06,0.114,-12.343,137.215,0.704
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Black Sabbath (2009 Remastered Version),2T6jeELx5BqH4GMLObBy10,1970-02-13,1,6,226053,False,https://api.spotify.com/v1/tracks/0KHeKEA1pf0YtlCcGVCGce,0KHeKEA1pf0YtlCcGVCGce,Sleeping Village,https://p.scdn.co/mp3-preview/6a22745f2284e225f961f7dae38549788e4b71dd?cid=7a4790705f9d45efa515017ecdccbb61,0.39,0.332,0.526,0.479,0.106,-13.294,138.967,0.188
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Black Sabbath (2009 Remastered Version),2T6jeELx5BqH4GMLObBy10,1970-02-13,1,7,632306,False,https://api.spotify.com/v1/tracks/4JW2yU9lIb8jCNv47PpTfZ,4JW2yU9lIb8jCNv47PpTfZ,Warning,https://p.scdn.co/mp3-preview/c8f89d9fc60247ba6d9a0ad85ee2d9096afa405b?cid=7a4790705f9d45efa515017ecdccbb61,0.097,0.379,0.701,0.00911,0.108,-9.168,127.057,0.408
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Black Sabbath (2009 Remastered Version),2T6jeELx5BqH4GMLObBy10,1970-02-13,1,8,283146,False,https://api.spotify.com/v1/tracks/0DAwAUbGa2ilY49D0JyRyW,0DAwAUbGa2ilY49D0JyRyW,Wicked World,https://p.scdn.co/mp3-preview/2f1f29ad1be729ea00b8427d8427bb073236b455?cid=7a4790705f9d45efa515017ecdccbb61,0.00138,0.299,0.546,0.354,0.203,-12.162,168.553,0.57
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Born Again,0nfG16SkgyQ3bQwZyfzwzP,1983-08-07,1,1,255493,False,https://api.spotify.com/v1/tracks/7e9pK4O0K8QWWRTK9jS5sW,7e9pK4O0K8QWWRTK9jS5sW,Trashed - 2009 Remaster,https://p.scdn.co/mp3-preview/feaacfa39f9a6aa7ffc601dc09f49cd871327042?cid=7a4790705f9d45efa515017ecdccbb61,0.00575,0.181,0.808,0.000414,0.139,-10.722,171.547,0.439
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Born Again,0nfG16SkgyQ3bQwZyfzwzP,1983-08-07,1,2,117680,False,https://api.spotify.com/v1/tracks/5L5aDvCyR1oIRufIvleMuM,5L5aDvCyR1oIRufIvleMuM,Stonehenge - 2009 Remaster,https://p.scdn.co/mp3-preview/bc6cf5dda338797076946847476019792bd2e45c?cid=7a4790705f9d45efa515017ecdccbb61,0.913,0.14,0.135,0.922,0.105,-29.684,71.344,0.0483
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Born Again,0nfG16SkgyQ3bQwZyfzwzP,1983-08-07,1,3,348586,False,https://api.spotify.com/v1/tracks/6zjKR4hIfX9KkBaIEMkPYs,6zjKR4hIfX9KkBaIEMkPYs,Disturbing the Priest - 2009 Remaster,https://p.scdn.co/mp3-preview/f6797f60ba340ebf266c9dfda7f954f8fc3a63f4?cid=7a4790705f9d45efa515017ecdccbb61,0.0217,0.211,0.568,0.0084,0.0561,-13.701,182.978,0.323
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Born Again,0nfG16SkgyQ3bQwZyfzwzP,1983-08-07,1,4,45280,False,https://api.spotify.com/v1/tracks/4KiLRYRibDPWL5Ae1MDo6g,4KiLRYRibDPWL5Ae1MDo6g,The Dark - 2009 Remaster,https://p.scdn.co/mp3-preview/07f90ea95fa2dd92234730ee57c77f71c8f38f21?cid=7a4790705f9d45efa515017ecdccbb61,0.897,0.262,0.111,0.908,0.47,-25.276,80.959,0.189
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Born Again,0nfG16SkgyQ3bQwZyfzwzP,1983-08-07,1,5,455520,False,https://api.spotify.com/v1/tracks/7w62cCeu7Cu9A1qRt8kZJl,7w62cCeu7Cu9A1qRt8kZJl,Zero the Hero - 2009 Remaster,https://p.scdn.co/mp3-preview/c5829142304b61466164857a571c777fbb563933?cid=7a4790705f9d45efa515017ecdccbb61,0.0478,0.312,0.669,0.000893,0.143,-12.797,79.553,0.403
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Born Again,0nfG16SkgyQ3bQwZyfzwzP,1983-08-07,1,6,217893,False,https://api.spotify.com/v1/tracks/7xYDsmF550cVYSlNJ8cg7h,7xYDsmF550cVYSlNJ8cg7h,Digital Bitch - 2009 Remaster,https://p.scdn.co/mp3-preview/4ae4dc6ef89572c29dc9c1680ecb8623bc5a10e0?cid=7a4790705f9d45efa515017ecdccbb61,0.0112,0.182,0.859,0.746,0.102,-11.419,183.896,0.408
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Born Again,0nfG16SkgyQ3bQwZyfzwzP,1983-08-07,1,7,394120,False,https://api.spotify.com/v1/tracks/4JEqvqrbTNnXpg7wEDlRdw,4JEqvqrbTNnXpg7wEDlRdw,Born Again - 2009 Remaster,https://p.scdn.co/mp3-preview/1c4eeac7d7349edcab6f77036bb443437ae476a1?cid=7a4790705f9d45efa515017ecdccbb61,0.203,0.303,0.479,0.000933,0.126,-12.98,106.619,0.267
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Born Again,0nfG16SkgyQ3bQwZyfzwzP,1983-08-07,1,8,291493,False,https://api.spotify.com/v1/tracks/1AhCg430PxfIzNb29PRrux,1AhCg430PxfIzNb29PRrux,Hot Line - 2009 Remaster,https://p.scdn.co/mp3-preview/3847f413c9a0deacbce5a8c4bbafccd7417275a5?cid=7a4790705f9d45efa515017ecdccbb61,3.51e-05,0.356,0.759,0.0545,0.268,-11.664,131.026,0.355
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Born Again,0nfG16SkgyQ3bQwZyfzwzP,1983-08-07,1,9,338373,False,https://api.spotify.com/v1/tracks/7HUeHm8P6BxNUbWOIPXK3N,7HUeHm8P6BxNUbWOIPXK3N,Keep It Warm - 2009 Remaster,https://p.scdn.co/mp3-preview/cda0ba00fee3269993b5f235aeb9548a2aa0796d?cid=7a4790705f9d45efa515017ecdccbb61,0.000341,0.254,0.706,0.0114,0.0898,-12.471,132.171,0.418
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Dehumanizer,3QCq4xwC3SZp38Y2cBsHdI,1992-06-22,1,1,372065,False,https://api.spotify.com/v1/tracks/3orKuAi3KTOv5z0rSd2JkF,3orKuAi3KTOv5z0rSd2JkF,Computer God - 2011 Remaster,,0.0209,0.194,0.886,0.0639,0.361,-7.914,177.222,0.17
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Dehumanizer,3QCq4xwC3SZp38Y2cBsHdI,1992-06-22,1,2,339596,False,https://api.spotify.com/v1/tracks/79GT4KDxWJZxGZHvJ016K0,79GT4KDxWJZxGZHvJ016K0,After All (The Dead) - 2011 Remaster,,0.000906,0.25,0.622,0.116,0.136,-9.225,140.008,0.109
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Dehumanizer,3QCq4xwC3SZp38Y2cBsHdI,1992-06-22,1,3,239496,False,https://api.spotify.com/v1/tracks/3Fpyn52CLDeYfpf8AQJJHo,3Fpyn52CLDeYfpf8AQJJHo,TV Crimes - 2011 Remaster,,0.00376,0.462,0.946,0.511,0.162,-7.019,106.283,0.441
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Dehumanizer,3QCq4xwC3SZp38Y2cBsHdI,1992-06-22,1,4,253485,False,https://api.spotify.com/v1/tracks/51khz8HmGEpla6YTS6GcJj,51khz8HmGEpla6YTS6GcJj,Letters From Earth - 2011 Remaster,,0.00204,0.419,0.855,0.00421,0.0545,-7.725,121.644,0.478
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Dehumanizer,3QCq4xwC3SZp38Y2cBsHdI,1992-06-22,1,5,354121,False,https://api.spotify.com/v1/tracks/7nH0xr9uboE815VoWBOEwh,7nH0xr9uboE815VoWBOEwh,Master Of Insanity - 2011 Remaster,,0.000796,0.399,0.816,0.000425,0.114,-8.646,122.956,0.38
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Dehumanizer,3QCq4xwC3SZp38Y2cBsHdI,1992-06-22,1,6,253227,False,https://api.spotify.com/v1/tracks/5f7ANbITiE8Te9c6hgkwvB,5f7ANbITiE8Te9c6hgkwvB,Time Machine - 2011 Remaster,,0.000411,0.39,0.955,0.287,0.357,-7.299,80.358,0.325
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Dehumanizer,3QCq4xwC3SZp38Y2cBsHdI,1992-06-22,1,7,283940,False,https://api.spotify.com/v1/tracks/6UGoneTRSV2iyPq8ktu6Xd,6UGoneTRSV2iyPq8ktu6Xd,Sins Of The Father - 2011 Remaster,,0.000343,0.269,0.886,0.0124,0.0691,-8.151,136.527,0.344
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Dehumanizer,3QCq4xwC3SZp38Y2cBsHdI,1992-06-22,1,8,414357,False,https://api.spotify.com/v1/tracks/4CB9wE8xZ2sEOPRZU0iAXg,4CB9wE8xZ2sEOPRZU0iAXg,Too Late - 2011 Remaster,,0.0321,0.298,0.492,0.00317,0.103,-10.684,109.932,0.101
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Dehumanizer,3QCq4xwC3SZp38Y2cBsHdI,1992-06-22,1,9,310955,False,https://api.spotify.com/v1/tracks/3OuUBpO1YAUmRESoJuq3a6,3OuUBpO1YAUmRESoJuq3a6,I - 2011 Remaster,,0.06,0.414,0.858,0.318,0.152,-8.655,94.084,0.218
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Dehumanizer,3QCq4xwC3SZp38Y2cBsHdI,1992-06-22,1,10,290096,False,https://api.spotify.com/v1/tracks/1hTpDkp3SSFanezXYOt4Jc,1hTpDkp3SSFanezXYOt4Jc,Buried Alive - 2011 Remaster,,0.00216,0.384,0.899,0.114,0.144,-6.681,79.097,0.427
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Dehumanizer,3QCq4xwC3SZp38Y2cBsHdI,1992-06-22,2,1,247283,False,https://api.spotify.com/v1/tracks/08GpNnA8dWBkow4fWliLMc,08GpNnA8dWBkow4fWliLMc,Master Of Insanity - Single Edit / 2011 Remaster,,0.00284,0.382,0.91,0.0,0.356,-7.116,122.983,0.363
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Dehumanizer,3QCq4xwC3SZp38Y2cBsHdI,1992-06-22,2,2,279577,False,https://api.spotify.com/v1/tracks/6jnsIdWsaN64KKN16gdhRU,6jnsIdWsaN64KKN16gdhRU,Letters From Earth - B-Side Version / 2011 Remaster,,0.0295,0.415,0.829,0.000349,0.0876,-7.532,121.912,0.463
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Dehumanizer,3QCq4xwC3SZp38Y2cBsHdI,1992-06-22,2,3,257512,False,https://api.spotify.com/v1/tracks/04P6dp2K012dY71bsfNgql,04P6dp2K012dY71bsfNgql,Time Machine - Wayne's World Version / 2011 Remaster,,0.00243,0.446,0.9,0.00104,0.127,-7.496,83.136,0.315
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Dehumanizer,3QCq4xwC3SZp38Y2cBsHdI,1992-06-22,2,4,382386,False,https://api.spotify.com/v1/tracks/3ypW7pu5aUx4l3DdzXcrQE,3ypW7pu5aUx4l3DdzXcrQE,"Children Of The Sea - Live From The Sundome, Tampa, FL, 1992 / 2011 Remaster",,8.31e-05,0.291,0.841,0.000158,0.897,-7.712,125.33,0.352
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Dehumanizer,3QCq4xwC3SZp38Y2cBsHdI,1992-06-22,2,5,136309,False,https://api.spotify.com/v1/tracks/61mj8C5RjVsC9gFmnIrhLI,61mj8C5RjVsC9gFmnIrhLI,"Die Young - Live From The Sundome, Tampa, FL, 1992 / 2011 Remaster",,0.0002,0.392,0.916,0.00659,0.316,-7.592,101.689,0.442
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Dehumanizer,3QCq4xwC3SZp38Y2cBsHdI,1992-06-22,2,6,258298,False,https://api.spotify.com/v1/tracks/6V5pTxNulK0Va4zP6vOQKe,6V5pTxNulK0Va4zP6vOQKe,"TV Crimes - Live From The Sundome, Tampa, FL, 1992 / 2011 Remaster",,2.67e-05,0.35,0.936,0.259,0.539,-8.151,110.353,0.358
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Dehumanizer,3QCq4xwC3SZp38Y2cBsHdI,1992-06-22,2,7,463271,False,https://api.spotify.com/v1/tracks/4WODG3JjNxYbUVUhsh59QM,4WODG3JjNxYbUVUhsh59QM,"Master Of Insanity - Live From The Sundome, Tampa, FL, 1992 / 2011 Remaster",,2.01e-05,0.287,0.811,0.146,0.363,-7.267,127.07,0.301
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Dehumanizer,3QCq4xwC3SZp38Y2cBsHdI,1992-06-22,2,8,333085,False,https://api.spotify.com/v1/tracks/0k0ZVybxw6CjVHQ4THmYmS,0k0ZVybxw6CjVHQ4THmYmS,"Neon Knights - Live From The Sundome, Tampa, FL, 1992 / 2011 Remaster",,9.86e-05,0.336,0.925,0.0213,0.984,-7.898,94.059,0.426
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Heaven & Hell,0Dj2B19o99FcJii6aPvMTr,1980-04-25,1,1,231693,False,https://api.spotify.com/v1/tracks/65gqhwfZ5E6upb1HahiVGM,65gqhwfZ5E6upb1HahiVGM,Neon Knights - 2009 Remaster,https://p.scdn.co/mp3-preview/52956388913f996144bdd69e06d54ab2ac7438ad?cid=7a4790705f9d45efa515017ecdccbb61,0.000508,0.419,0.857,0.0101,0.3,-11.931,96.296,0.63
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Heaven & Hell,0Dj2B19o99FcJii6aPvMTr,1980-04-25,1,2,335213,False,https://api.spotify.com/v1/tracks/4MDtLNgqACWFz3bFHkQ3vE,4MDtLNgqACWFz3bFHkQ3vE,Children of the Sea - 2009 Remaster,https://p.scdn.co/mp3-preview/73bf1273fd0ee6f95a19dd4de4e6e8adb4415853?cid=7a4790705f9d45efa515017ecdccbb61,0.0128,0.424,0.645,0.000139,0.191,-10.09,142.051,0.354
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Heaven & Hell,0Dj2B19o99FcJii6aPvMTr,1980-04-25,1,3,262573,False,https://api.spotify.com/v1/tracks/4kWp7iQopHC1DW7clIxgQf,4kWp7iQopHC1DW7clIxgQf,Lady Evil - 2009 Remaster,https://p.scdn.co/mp3-preview/f01ac4fee185d07df1125047371b88e40d86971a?cid=7a4790705f9d45efa515017ecdccbb61,0.00239,0.583,0.677,0.000982,0.0982,-13.429,123.667,0.886
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Heaven & Hell,0Dj2B19o99FcJii6aPvMTr,1980-04-25,1,4,417840,False,https://api.spotify.com/v1/tracks/3HzWxmvpQU3QHQ59zw1X4V,3HzWxmvpQU3QHQ59zw1X4V,Heaven and Hell - 2009 Remaster,https://p.scdn.co/mp3-preview/160db635490b1411f8630aa22c03eb724687e986?cid=7a4790705f9d45efa515017ecdccbb61,0.00858,0.333,0.445,0.0451,0.167,-16.343,89.371,0.35
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Heaven & Hell,0Dj2B19o99FcJii6aPvMTr,1980-04-25,1,5,244840,False,https://api.spotify.com/v1/tracks/6i7EKMsCi6fU6IhWaugzwy,6i7EKMsCi6fU6IhWaugzwy,Wishing Well - 2009 Remaster,https://p.scdn.co/mp3-preview/4b83baadb39bb5a3841923f1e12e35d4030956a2?cid=7a4790705f9d45efa515017ecdccbb61,0.000158,0.439,0.759,0.00016,0.146,-13.139,143.277,0.684
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Heaven & Hell,0Dj2B19o99FcJii6aPvMTr,1980-04-25,1,6,282240,False,https://api.spotify.com/v1/tracks/7BdnjZouQp8hC76pccrUDp,7BdnjZouQp8hC76pccrUDp,Die Young - 2009 Remaster,https://p.scdn.co/mp3-preview/5bbfd26fd383e41aa3369092204828438c22717b?cid=7a4790705f9d45efa515017ecdccbb61,0.00783,0.313,0.707,0.00509,0.076,-10.42,104.795,0.119
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Heaven & Hell,0Dj2B19o99FcJii6aPvMTr,1980-04-25,1,7,263493,False,https://api.spotify.com/v1/tracks/71CSYqByFr0Klk3KkzL9Wd,71CSYqByFr0Klk3KkzL9Wd,Walk Away - 2009 Remaster,https://p.scdn.co/mp3-preview/e313bc189a5612758bfc4890f67132b5bcc2d510?cid=7a4790705f9d45efa515017ecdccbb61,0.0283,0.446,0.7,0.00188,0.286,-14.567,120.31,0.725
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Heaven & Hell,0Dj2B19o99FcJii6aPvMTr,1980-04-25,1,8,350280,False,https://api.spotify.com/v1/tracks/1Wmx0aeddVUJeW3tHSGkU5,1Wmx0aeddVUJeW3tHSGkU5,Lonely Is the Word - 2009 Remaster,https://p.scdn.co/mp3-preview/cdece6876a00509cfe22f213a68a975d20bf8d6f?cid=7a4790705f9d45efa515017ecdccbb61,0.00109,0.433,0.49,0.0455,0.0736,-15.515,110.673,0.523
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Master of Reality (2009 Remastered Version),3kBG6q0aXKxzn01wKTwZr5,1971-07-21,1,1,303253,False,https://api.spotify.com/v1/tracks/663YE60YdyYlI5lcHG3Noz,663YE60YdyYlI5lcHG3Noz,Sweet Leaf,https://p.scdn.co/mp3-preview/e634b75b7ad3ac951c3f196c8027e4e7e7f9fc07?cid=7a4790705f9d45efa515017ecdccbb61,0.00163,0.362,0.612,0.0372,0.116,-11.861,148.372,0.664
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Master of Reality (2009 Remastered Version),3kBG6q0aXKxzn01wKTwZr5,1971-07-21,1,2,323640,False,https://api.spotify.com/v1/tracks/1zPLLwCz1XU1ErGYhON6LV,1zPLLwCz1XU1ErGYhON6LV,After Forever,https://p.scdn.co/mp3-preview/22b25d5b657f8641b267488609f330e574b2e6aa?cid=7a4790705f9d45efa515017ecdccbb61,0.000348,0.39,0.69,0.00154,0.126,-12.787,94.888,0.459
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Master of Reality (2009 Remastered Version),3kBG6q0aXKxzn01wKTwZr5,1971-07-21,1,3,27266,False,https://api.spotify.com/v1/tracks/30HS5aI90o2DputyA69iOX,30HS5aI90o2DputyA69iOX,Embryo,,0.953,0.765,0.267,0.0508,0.12,-12.729,39.714,0.94
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Master of Reality (2009 Remastered Version),3kBG6q0aXKxzn01wKTwZr5,1971-07-21,1,4,314720,False,https://api.spotify.com/v1/tracks/3ZuVfQriS93y6ofwbIf7lp,3ZuVfQriS93y6ofwbIf7lp,Children of the Grave,https://p.scdn.co/mp3-preview/393b35840a1a96f08080adb8d6942e9f5c5feeff?cid=7a4790705f9d45efa515017ecdccbb61,0.0706,0.311,0.658,0.104,0.093,-13.529,151.813,0.353
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Master of Reality (2009 Remastered Version),3kBG6q0aXKxzn01wKTwZr5,1971-07-21,1,5,90786,False,https://api.spotify.com/v1/tracks/4VMOFyIl8weDI5BXyti7sn,4VMOFyIl8weDI5BXyti7sn,Orchid,https://p.scdn.co/mp3-preview/00cc6f0816d28175fee9ad53f7bc12a69809badf?cid=7a4790705f9d45efa515017ecdccbb61,0.743,0.231,0.0507,0.883,0.132,-28.278,65.786,0.602
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Master of Reality (2009 Remastered Version),3kBG6q0aXKxzn01wKTwZr5,1971-07-21,1,6,322906,False,https://api.spotify.com/v1/tracks/0GPkkpX2WPccnZZggAtx8Q,0GPkkpX2WPccnZZggAtx8Q,Lord of This World,https://p.scdn.co/mp3-preview/b4d406b284c949b9a313b55adf7b91f04205f42d?cid=7a4790705f9d45efa515017ecdccbb61,0.0289,0.398,0.571,0.000928,0.113,-12.321,134.438,0.649
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Master of Reality (2009 Remastered Version),3kBG6q0aXKxzn01wKTwZr5,1971-07-21,1,7,301640,False,https://api.spotify.com/v1/tracks/0y1eaipbcP50xp6WLgJtuv,0y1eaipbcP50xp6WLgJtuv,Solitude,https://p.scdn.co/mp3-preview/7d9ddffb1c2a329d891b39a7ec28d28e5ec3bce8?cid=7a4790705f9d45efa515017ecdccbb61,0.831,0.307,0.024,0.758,0.12,-28.353,109.732,0.524
